sepal_length,sepal_width,petal_length,petal_width,species
5.024510216661637,4.025066986925798,1.2333701520305076,0.12658563732431202,setosa
4.479038760580339,2.4700870124585763,1.289627640937704,0.5093231304674233,setosa
5.261937682143592,3.832261555829282,1.1835808258782754,0.26296935830300694,setosa
4.957322375960562,3.8844342030333747,1.0280099412997041,0.14095588303832754,setosa
5.122684033435098,3.5375942680584007,1.13509314066713,0.12807258206610847,setosa
5.002324641419498,3.7259383523901315,1.6007625859195682,0.34443653081815007,setosa
5.328618532716569,4.087776610937466,1.8966194308460902,0.1907391514794287,setosa
4.994696004111845,3.2247077337106878,1.4235900196702407,0.46636874844343346,setosa
5.641838172489168,4.13186808418056,1.557892416250654,0.3377563557528337,setosa
5.202976536106033,3.7510201560714336,1.7268343224057845,0.5372570821303233,setosa
5.19929561425425,3.5571682860204303,1.835996527630952,0.2463816911354593,setosa
5.347585018694882,3.9187417757967893,1.2264395098233798,0.20724272161762283,setosa
4.482979442608245,4.283876158853791,1.8301004063600876,0.3760936823876585,setosa
5.324014225812991,2.6987911095056676,1.639677952592849,0.2133953894751983,setosa
5.637854294018963,2.9183101074158198,1.691370838124278,0.19753001352000063,setosa
4.501947664369497,3.2540308889497123,1.6354330636056291,0.38061029028690296,setosa
4.859142119162135,4.338749332182827,1.5588420408490986,0.4297103360738469,setosa
5.238937127618263,3.9443006396472704,1.092898751150201,0.5552009397698955,setosa
4.865864797837429,4.152358327653342,1.2739975881460552,0.4114715197120632,setosa
5.747306168441765,2.8909740883353456,1.146201814898905,0.44227059075409636,setosa
4.652157268180463,2.9412947839405574,1.1824647333030631,0.2944008458137215,setosa
4.668854709071682,2.628333857438868,1.3850955724316685,0.34872848276251245,setosa
5.172143686814255,3.9998542439657623,1.8934456228027563,0.3540382134045247,setosa
5.3444412631431275,3.244954918968097,1.744556762037953,0.24389193702312387,setosa
4.808430674643553,3.6828292123790574,1.6610208588368618,0.5134262519237547,setosa
4.721962685596975,4.0804221970835535,1.7955315092093247,0.5318939580255965,setosa
5.410271972875993,3.7184861481575604,1.1852301334755426,0.3600630803471522,setosa
5.606892630655925,3.3278799044072835,1.408033090769816,0.29035341408034354,setosa
4.408128535513912,3.6351190834315474,1.3060697536703614,0.24675238574885802,setosa
5.591897931116902,3.6313119388893194,1.400193852304036,0.45614743683413006,setosa
5.337597089042161,4.115564009109731,1.5170430500118401,0.5474184138611264,setosa
5.445258988762685,4.06641121547521,1.0746966496250414,0.5022890343091926,setosa
4.550957369804043,3.044973698407365,1.5578921623722175,0.508164883390096,setosa
4.681045016761081,2.867963382285619,1.50102817062362,0.5350623392360446,setosa
4.431695653161725,3.435947860239542,1.3990600165286597,0.2867070679102277,setosa
5.781405458048518,4.170603677011739,1.825885402254128,0.3156770140608516,setosa
4.529922489671369,2.702966313500225,1.0431830841376486,0.118729021403956,setosa
5.303953700059207,3.8983054607667222,1.7731561189516047,0.5669639885739618,setosa
5.418338947076117,2.375068397661054,1.5765586000970735,0.11982137110161287,setosa
5.077005228942511,2.686781090310943,1.480587930296286,0.427454952024224,setosa
4.430511985821094,3.8484355451954064,1.288737392649205,0.1234440406640688,setosa
4.577646829694944,3.631967481216017,1.4725274251949836,0.366646922143257,setosa
5.603096814297721,3.0477977996948766,1.8858942293113174,0.3545194253002616,setosa
4.79980967737896,3.87976599324364,1.3865812531718442,0.5636799801581216,setosa
5.552534986470484,3.2597472484965815,1.3278995381409062,0.5794772655944896,setosa
4.9771669419487585,3.6463069246949367,1.3877810196128464,0.564329316228502,setosa
5.120025076171985,4.140975393970221,1.8745744417726204,0.541072752076854,setosa
5.08030728699738,4.372059142475057,1.0141895068324989,0.5180566617042933,setosa
4.928282342745986,2.6020979034425316,1.5872320341775574,0.20570115276522685,setosa
5.7335311154278115,3.652525961571375,1.4791727781740045,0.22228131257008812,setosa
6.561353443723386,3.654515756721239,6.663718415023723,2.2966841625744148,virginica
5.97120453457664,2.9067228604701145,5.3274196826221205,2.3467137960939644,virginica
6.3427686619896075,3.68943332932478,6.514886634345608,2.129967079903081,virginica
7.304630126468579,3.511424327940987,6.434802877146485,2.157806890756565,virginica
6.130232818832498,3.429664047218973,5.656147258916782,2.170709639051179,virginica
5.4172859710489805,3.1604539412065464,4.948515806991886,2.25066441662164,virginica
7.552117362602672,3.7562774568093085,5.948064524886018,1.4988342667763417,virginica
7.8395367595146865,2.898112277387056,5.781350646559096,1.799664334165563,virginica
6.289242047462204,3.0167778731342665,5.951533833602952,1.6549473041331078,virginica
7.5454207201388765,2.821165054912434,6.641451924658761,2.333979475292826,virginica
6.888187333176996,3.718955281827186,4.537766487839955,1.7824719934900477,virginica
5.174718106071025,2.383599782038564,4.54994401035566,2.3955423125814304,virginica
5.112011678757308,3.0958834488031073,6.742472643424318,2.214933415659956,virginica
6.742153345440782,3.393599059788623,4.644006012542192,1.722082444712709,virginica
7.347538404845389,3.028634636679711,5.403150678096375,2.1232813176806937,virginica
6.057156715175459,3.770453534781225,6.162612573287366,1.4300366413861831,virginica
5.381908459377322,3.7152373678292303,6.437923911427929,1.758692995879091,virginica
5.297374863500258,3.2892471324555626,6.157187661404491,1.6466613139913693,virginica
7.133812720741876,3.1196542078936313,5.517845636492172,1.7075076690741924,virginica
7.436698792215914,2.5331875317565515,5.900111904807214,1.9500907487877783,virginica
5.069239450719342,2.775227011871542,4.890609869581239,1.7663087536119584,virginica
6.571393465050747,3.6098829606260834,5.389989524496485,2.1056097930773747,virginica
6.845859393235377,2.506086933119251,5.550841370274743,1.7258451187745814,virginica
4.928004600757209,2.2278538950771782,5.568924589126813,2.3954325400106855,virginica
5.605224179822706,2.4711110768523814,5.161681984240099,1.84113898325926,virginica
5.1570673979908115,2.261745272622303,5.899946306783609,1.9181714368090406,virginica
5.357473922680189,2.8144287165378388,5.660877192117929,1.4292115128594358,virginica
6.455790766688796,3.6806369572274233,5.269717860182245,2.2638292657933894,virginica
6.809332238540918,3.660847531674224,6.374457649301342,1.7014880470189637,virginica
6.408686254145455,3.680735488589543,6.207898790814147,2.3194423679638083,virginica
5.210026436610539,2.4129453025903045,6.271189839272217,1.7866633203432243,virginica
7.3100311904454465,2.6899415196045506,5.458187602011702,1.4756713474462686,virginica
5.081174354079205,2.529477495041121,4.76473197666805,2.2038355000661207,virginica
